Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13 00:00:00-05:00,0.055241199485825794,0.06336497857329114,0.055241199485825794,0.06065663695335388,1031788800,0.0,0.0
1986-03-14 00:00:00-05:00,0.06065662195304287,0.06390650651604032,0.06065662195304287,0.06282279640436172,308160000,0.0,0.0
1986-03-17 00:00:00-05:00,0.06282279560601912,0.06444804930987395,0.06282279560601912,0.06390650570392609,133171200,0.0,0.0
1986-03-18 00:00:00-05:00,0.06390652756524227,0.06444807135644288,0.0617397295142155,0.06228127330541611,67766400,0.0,0.0
1986-03-19 00:00:00-05:00,0.062281235806717676,0.06282277927186222,0.060656605411284065,0.061198148876428604,47894400,0.0,0.0
1986-03-20 00:00:00-05:00,0.06119818867994969,0.06119818867994969,0.059032013410483385,0.05957355722784996,58435200,0.0,0.0
1986-03-21 00:00:00-05:00,0.05957353687159038,0.06065662413623294,0.05686581870998398,0.05794890597462654,59990400,0.0,0.0
1986-03-24 00:00:00-05:00,0.05794893102412771,0.05794893102412771,0.055782755558473035,0.056324299424886703,65289600,0.0,0.0
1986-03-25 00:00:00-05:00,0.056324265983590374,0.057407353073358536,0.0557827224387063,0.057407353073358536,32083200,0.0,0.0
1986-03-26 00:00:00-05:00,0.057407380370013764,0.05957355557954548,0.056865836567630834,0.05903201177716255,22752000,0.0,0.0
1986-03-27 00:00:00-05:00,0.05903203330523746,0.06011512130498886,0.05903203330523746,0.06011512130498886,16848000,0.0,0.0
1986-03-31 00:00:00-05:00,0.060115101045216536,0.060115101045216536,0.05849046959311681,0.05957355722784996,12873600,0.0,0.0
1986-04-01 00:00:00-05:00,0.05957355557954548,0.05957355557954548,0.05903201177716255,0.05903201177716255,11088000,0.0,0.0
1986-04-02 00:00:00-05:00,0.059032013410483385,0.06065664486258311,0.059032013410483385,0.05957355722784996,27014400,0.0,0.0
1986-04-03 00:00:00-05:00,0.06011512130498886,0.061739753304615966,0.06011512130498886,0.06011512130498886,23040000,0.0,0.0
1986-04-04 00:00:00-05:00,0.06011512130498886,0.06065666530486456,0.06011512130498886,0.06011512130498886,26582400,0.0,0.0
1986-04-07 00:00:00-05:00,0.06011509938192841,0.06065664318431135,0.05794892417239669,0.05903201177716255,16560000,0.0,0.0
1986-04-08 00:00:00-05:00,0.059032013410483385,0.06065664486258311,0.059032013410483385,0.05957355722784996,10252800,0.0,0.0
1986-04-09 00:00:00-05:00,0.05957354945984827,0.06119818070010669,0.05957354945984827,0.06065663695335388,12153600,0.0,0.0
1986-04-10 00:00:00-05:00,0.060656605411284065,0.061739692341573144,0.059573518480994986,0.061198148876428604,13881600,0.0,0.0
1986-04-11 00:00:00-05:00,0.0617397295142155,0.06336498377404166,0.0617397295142155,0.06228127330541611,17222400,0.0,0.0
1986-04-14 00:00:00-05:00,0.06228125279153201,0.0633649629032106,0.06228125279153201,0.06282279640436172,12153600,0.0,0.0
1986-04-15 00:00:00-05:00,0.06282279640436172,0.06282279640436172,0.06065662195304287,0.06282279640436172,9302400,0.0,0.0
1986-04-16 00:00:00-05:00,0.0628228135768348,0.06553115526732156,0.06228126981597533,0.0649896115064621,31910400,0.0,0.0
1986-04-17 00:00:00-05:00,0.06498960579331581,0.06553114950656891,0.06498960579331581,0.06553114950656891,22003200,0.0,0.0
1986-04-18 00:00:00-05:00,0.06553115772981775,0.06553115772981775,0.06282281593755831,0.06336498260498047,21628800,0.0,0.0
1986-04-21 00:00:00-05:00,0.06336498260498047,0.0639065263861898,0.06173972837513966,0.06336498260498047,22924800,0.0,0.0
